customer_id,first_name,last_name,email,phone,date_of_birth,address_line1,city,state,country,postal_code,loyalty_tier,customer_segment,email_opt_in,sms_opt_in,registration_date,updated_at
CUST-00023,Eric,Cantu,eric.cantu58@yahoo.com,(467) 737-8263,2004-03-05,46584 Justin Hills,Grimesmouth,ND,US,63984,Silver,High Value,True,False,2021-04-24,2022-08-01
CUST-00024,Andrea,Daniels,andrea.daniels64@outlook.com,(533) 963-6057,1992-04-05,2702 Kane Well Suite 187,Lake Douglasberg,CA,US,62038,Bronze,Regular,True,False,2022-01-17,2024-05-09
CUST-00025,Joseph,Hanson,joseph.hanson77@outlook.com,(158) 657-8091,1966-05-21,16117 Heather Burgs Apt. 504,Nicholasberg,IA,US,70122,Silver,Regular,True,False,2021-10-14,2023-02-09
CUST-00026,Erin,White,erin.white53@hotmail.com,(969) 379-2374,1978-10-01,4821 Landry Radial,Daniellechester,UT,US,33281,Silver,Regular,True,True,2020-10-14,2022-09-17
CUST-00027,Kevin,Kidd,kevin.kidd58@gmail.com,(136) 959-4406,1968-07-27,743 Robinson Field,Ericaberg,SC,US,13236,Bronze,Regular,True,False,2023-11-02,2024-11-19
CUST-00028,Debbie,Parker,debbie.parker75@outlook.com,(952) 145-6232,1996-09-24,842 Sloan Orchard Suite 517,East Karenbury,VI,US,89148,Bronze,Regular,True,True,2021-12-24,2024-03-01
CUST-00029,Tina,Coffey,tina.coffey43@outlook.com,(516) 048-1754,1985-08-16,37098 Herman Forges Apt. 746,East Brandonton,ME,US,65070,Silver,Regular,True,False,2023-08-14,2023-10-11
CUST-00030,Jimmy,Medina,jimmy.medina25@outlook.com,(586) 926-1796,2005-02-13,53773 Garcia Spur Suite 850,Hillville,PR,US,60101,Bronze,Regular,True,False,2021-09-30,2022-01-16
CUST-00031,Jason,Fowler,jason.fowler28@hotmail.com,(053) 293-1839,1965-05-08,2904 Vanessa Plains,Laurenville,TN,US,03880,Bronze,High Value,True,True,2024-05-13,2024-06-12
CUST-00032,Michael,Kramer,michael.kramer13@yahoo.com,(024) 026-8117,1978-02-16,917 Sonia Cape Suite 700,Boonechester,TX,US,14651,Bronze,Regular,True,True,2022-08-24,2023-10-19
CUST-00033,Renee,Jones,renee.jones17@outlook.com,(921) 249-9856,2008-03-06,8961 Melissa Run Apt. 673,Morganmouth,MO,US,55025,Bronze,New,True,True,2020-05-12,2023-09-29
CUST-00034,Larry,Edwards,larry.edwards82@hotmail.com,(271) 111-6152,1984-01-27,165 Parrish Stravenue Apt. 494,Dalehaven,IL,US,20781,Bronze,New,True,True,2021-02-22,2023-09-04
CUST-00035,Jeffrey,Rodriguez,jeffrey.rodriguez44@yahoo.com,(514) 936-8998,1954-12-01,24455 Howard Divide Suite 120,Lake Alyssafurt,MT,US,59961,Platinum,Regular,True,False,2023-10-20,2024-03-17
CUST-00036,Mitchell,Griffith,mitchell.griffith9@hotmail.com,(991) 022-9014,1977-11-04,9764 Kari Crescent Suite 614,Roseport,AZ,US,29404,Bronze,High Value,True,False,2023-06-29,2024-02-01
CUST-00037,Carol,Smith,carol.smith73@outlook.com,(324) 451-0762,1960-07-30,851 Hensley Canyon,Smithland,VI,US,41534,Bronze,Regular,True,False,2021-05-09,2023-06-14
CUST-00038,Ashley,Mckinney,ashley.mckinney77@icloud.com,(160) 529-7516,1999-12-02,9681 Harrell Summit,Jeffreyburgh,CA,US,67411,Bronze,Regular,True,True,2021-11-16,2023-11-08
CUST-00039,Alyssa,Lee,alyssa.lee76@hotmail.com,(523) 124-3292,1995-04-14,77997 Lin Road,Edwardland,NJ,US,58462,Bronze,High Value,True,True,2023-06-28,2024-06-10
CUST-00040,Laura,Vargas,laura.vargas98@yahoo.com,(147) 700-5411,1987-04-19,9807 Marc Mountains Apt. 071,Toniland,NY,US,85190,Silver,Regular,False,False,2021-07-31,2022-03-03
CUST-00041,John,Kim,john.kim71@gmail.com,(892) 554-6659,1956-05-08,51864 Cummings Shoals Apt. 519,West Kyle,SD,US,92052,Bronze,Regular,True,True,2021-12-22,2023-12-23
CUST-00042,David,Fletcher,david.fletcher5@yahoo.com,(865) 281-6850,1973-06-01,57332 Chris Vista,New Kellihaven,AZ,US,87261,Bronze,Regular,True,False,2020-05-19,2021-12-08
CUST-00043,Katie,Anderson,katie.anderson30@outlook.com,(229) 270-6537,1987-01-21,83473 Gregory Ports Suite 746,Burchborough,AS,US,79755,Silver,High Value,True,True,2021-09-10,2022-02-24
CUST-00044,John,Davidson,john.davidson55@gmail.com,(818) 141-2478,1961-07-30,37506 Randy Landing Apt. 615,North Lucas,CT,US,94178,Silver,High Value,True,True,2023-12-06,2024-08-16
CUST-00045,Lacey,Taylor,lacey.taylor10@gmail.com,(727) 790-1043,1999-05-25,43410 Robert Underpass Suite 117,Lake Zacharybury,VT,US,19319,Bronze,Regular,True,True,2021-04-16,2022-05-15
CUST-00046,Aaron,Gomez,aaron.gomez37@hotmail.com,(218) 518-8888,1954-08-04,65405 Michael Street Apt. 952,West Amyburgh,MP,US,90243,Bronze,High Value,True,True,2022-07-26,2023-09-12
CUST-00047,Heather,Welch,heather.welch65@icloud.com,(170) 430-3054,1981-10-26,0345 Michelle Isle Suite 156,Paulfurt,MA,US,24987,Bronze,New,False,True,2023-08-25,2024-04-26
CUST-00048,Tyler,Glass,tyler.glass42@icloud.com,(161) 692-8451,1957-11-16,7962 Bell Canyon Suite 964,North Emilyfurt,MN,US,67752,Bronze,New,True,True,2022-05-02,2024-06-20
CUST-00049,Erin,Cisneros,erin.cisneros74@icloud.com,(970) 213-5569,1955-04-03,755 Hines Ports,New Michael,MD,US,85640,Platinum,Churned,True,False,2020-08-22,2021-11-08
CUST-00050,Susan,Johnson,susan.johnson6@yahoo.com,(868) 144-7394,1991-08-23,12172 Osborn Valleys Suite 518,Patriciaburgh,VT,US,93504,Bronze,High Value,True,False,2020-11-01,2024-09-11
CUST-00051,Dana,Leon,dana.leon75@hotmail.com,(132) 370-5895,1979-03-07,114 Key Stravenue,Foxchester,GU,US,75854,Silver,Regular,False,False,2022-04-15,2022-06-27
CUST-00052,Teresa,Day,teresa.day43@outlook.com,(852) 892-2680,1999-03-14,2253 Meza Path,Meghanview,ID,US,83739,Silver,At Risk,True,True,2022-01-08,2024-11-13
CUST-00053,Joshua,Weber,joshua.weber37@hotmail.com,(182) 992-2995,1999-10-24,10943 Montgomery Burgs,Smallside,LA,US,84637,Gold,High Value,True,False,2022-10-05,2024-11-25
CUST-00054,Timothy,Ballard,timothy.ballard42@gmail.com,(471) 027-6773,1972-03-08,5562 Robertson Coves,Johnville,KY,US,59430,Platinum,Regular,True,True,2023-01-29,2023-07-22
CUST-00055,Colin,Roberts,colin.roberts85@icloud.com,(963) 259-5327,2008-04-02,4701 Wagner Garden Apt. 950,West Troyfort,LA,US,70846,Bronze,New,True,True,2021-09-22,2021-10-01
CUST-00056,Daniel,Anderson,daniel.anderson64@hotmail.com,(565) 060-9835,1983-11-25,8784 David Court,Brooksmouth,OH,US,48421,Silver,Regular,True,True,2021-03-10,2024-01-24
CUST-00057,James,Hicks,james.hicks57@hotmail.com,(002) 578-7298,1961-02-28,69495 Erickson Hills Suite 055,South Brandytown,PA,US,62706,Bronze,Churned,True,False,2022-04-01,2022-12-23
CUST-00058,Diana,Stanton,diana.stanton21@outlook.com,(309) 728-9623,1955-03-18,07562 Vaughn Loop,Salaston,VT,US,18599,Silver,High Value,False,True,2022-08-07,2023-11-04
CUST-00059,Ann,Bolton,ann.bolton15@hotmail.com,(652) 785-8549,1980-02-07,8434 Bush Spurs,Stewartstad,OH,US,95090,Gold,High Value,False,True,2022-02-24,2022-12-05
CUST-00060,David,Rhodes,david.rhodes38@icloud.com,(652) 404-1574,1994-07-30,84842 Christina Radial,East Brent,MH,US,70105,Silver,Regular,True,True,2021-09-15,2022-06-13
CUST-00061,Jesse,Garcia,jesse.garcia59@icloud.com,(712) 082-6773,1995-01-18,4019 Amanda Stream Apt. 262,Port Randyfort,HI,US,98674,Bronze,Regular,True,True,2021-06-26,2024-11-12
CUST-00062,Sara,Mcdowell,sara.mcdowell18@gmail.com,(991) 547-8872,2000-04-12,3152 Wong Stravenue Apt. 054,East Cheryl,SC,US,53649,Bronze,At Risk,True,True,2020-01-16,2024-02-21
CUST-00063,Zachary,Miller,zachary.miller65@outlook.com,(227) 530-4637,1994-12-06,9904 Schwartz Circle Apt. 742,Parksport,UT,US,15890,Gold,Regular,True,True,2023-01-03,2024-04-11
CUST-00064,Shelia,Richardson,shelia.richardson85@hotmail.com,(272) 795-6878,1997-08-01,91878 Miller Port,North Mariahaven,ID,US,75566,Gold,Regular,True,False,2020-12-28,2023-02-21
CUST-00065,Franklin,Bond,franklin.bond98@icloud.com,(397) 187-0728,1976-04-27,740 Scott Alley,New Charles,NE,US,45659,Bronze,Churned,True,True,2021-12-26,2024-02-05
CUST-00066,Amber,Brown,amber.brown31@icloud.com,(704) 622-6567,2001-04-20,1825 Gregory Plain Suite 823,Port Andrewport,NH,US,88777,Bronze,At Risk,True,False,2024-01-08,2024-09-21
CUST-00067,Roger,Gray,roger.gray61@hotmail.com,(752) 431-0690,1966-09-16,90790 Joy Locks,Youngborough,WV,US,07899,Bronze,High Value,True,True,2021-01-12,2021-08-03
CUST-00068,Victoria,Young,victoria.young64@gmail.com,(959) 953-4283,1976-03-21,89268 Williams Key Suite 856,Hernandezfurt,HI,US,99383,Bronze,Churned,True,False,2024-02-13,2024-08-04
CUST-00069,John,Perez,john.perez57@gmail.com,(270) 866-8826,1966-10-30,1751 Brett Lane,Port Charlesshire,VA,US,88509,Silver,Regular,True,False,2023-11-09,2024-06-29
CUST-00070,Timothy,Booth,timothy.booth84@yahoo.com,(033) 173-9363,1983-11-02,7854 Ward Parks Suite 175,West Lawrence,AZ,US,74232,Bronze,At Risk,True,True,2021-06-30,2024-07-10
CUST-00071,Joyce,Smith,joyce.smith51@gmail.com,(996) 423-5369,1999-04-23,547 Murray Street Suite 228,Whiteside,SD,US,08199,Gold,At Risk,True,False,2022-06-27,2023-10-20
CUST-00072,Mary,Jones,mary.jones41@hotmail.com,(006) 231-2038,1978-07-21,977 Adam Plaza,Smithhaven,VA,US,36511,Gold,New,False,True,2023-09-05,2024-05-20
CUST-00073,Justin,Shaw,justin.shaw37@yahoo.com,(621) 182-3398,1967-05-10,6156 Cunningham Square Apt. 410,South Nicholasside,NJ,US,07856,Silver,Regular,False,True,2023-02-19,2024-04-27
CUST-00074,Jacqueline,Miller,jacqueline.miller13@hotmail.com,(591) 803-3974,1956-01-13,489 Harry Vista,Alexisborough,OR,US,19400,Bronze,Regular,False,False,2023-10-20,2024-09-13
CUST-00075,Jennifer,Sanders,jennifer.sanders8@outlook.com,(293) 968-5621,1981-01-06,16315 Novak Islands Apt. 477,West Angela,MS,US,57104,Bronze,Regular,True,False,2020-05-06,2021-03-17
CUST-00076,Brenda,James,brenda.james88@yahoo.com,(431) 142-6265,1973-04-24,47541 Christopher Meadows,Hawkinshaven,MT,US,14039,Bronze,New,True,True,2023-06-21,2023-07-05
CUST-00077,Michael,Davis,michael.davis31@hotmail.com,(560) 466-1839,1982-02-18,24447 Bryan Mews Suite 647,West Johnathanbury,VA,US,82425,Gold,New,True,False,2022-09-08,2023-10-31
CUST-00078,Christina,Ellis,christina.ellis33@gmail.com,(065) 965-7569,1960-12-16,375 Tamara Island Suite 793,Nicholasfurt,MN,US,15428,Gold,Regular,True,True,2020-08-10,2024-09-13
CUST-00079,James,Osborn,james.osborn10@hotmail.com,(807) 374-1672,1988-04-22,2661 Ewing Neck,Fergusonchester,ND,US,05319,Gold,Churned,True,True,2020-10-22,2024-02-14
CUST-00080,Michael,Woodard,michael.woodard89@outlook.com,(113) 529-0965,2006-08-03,01438 Sean Lock Suite 982,Whitneyfort,CT,US,39223,Bronze,Regular,True,True,2022-05-31,2023-06-28
CUST-00081,Suzanne,Wilson,suzanne.wilson14@yahoo.com,(254) 573-8757,1958-11-04,1401 Melinda Rue Apt. 238,New Ethan,OH,US,56386,Bronze,Regular,True,True,2024-03-24,2024-12-19
CUST-00082,Jesse,Sullivan,jesse.sullivan3@hotmail.com,(660) 937-9660,1992-03-26,1918 Michael Flat,Wilsonfort,NC,US,84270,Bronze,High Value,True,True,2020-10-29,2022-02-18
CUST-00083,Paul,Long,paul.long7@icloud.com,(579) 249-9125,1959-12-15,25286 Carlson Ports Suite 627,New Garrett,LA,US,18889,Silver,At Risk,True,True,2020-07-06,2021-05-08
CUST-00084,Megan,Harvey,megan.harvey30@icloud.com,(072) 368-8767,1976-05-01,2190 Kelly Harbor Apt. 842,Cunninghamfort,OH,US,67453,Gold,Regular,True,False,2023-11-22,2024-01-06
CUST-00085,Danny,Hampton,danny.hampton97@yahoo.com,(580) 783-6134,2001-08-03,4517 Kimberly Freeway,Port Joan,UT,US,46458,Silver,Churned,True,False,2023-09-13,2024-10-25
CUST-00086,Chelsey,Patterson,chelsey.patterson57@gmail.com,(330) 958-4982,1971-04-10,9481 Sydney Turnpike Suite 042,East Dustin,MD,US,32948,Silver,High Value,False,False,2022-10-08,2024-06-19
CUST-00087,Erica,Burns,erica.burns96@hotmail.com,(466) 711-6845,1978-06-25,9017 Horn Underpass Suite 363,Adamsport,MA,US,72238,Bronze,New,True,True,2022-08-06,2023-12-26
CUST-00088,Ashlee,Washington,ashlee.washington68@icloud.com,(001) 701-2770,2008-01-10,24241 Wright Landing Apt. 064,South Diana,VT,US,12976,Gold,At Risk,True,True,2021-07-18,2021-07-19
CUST-00089,Thomas,Anderson,thomas.anderson62@outlook.com,(700) 516-2713,1974-07-17,55426 Darlene Springs,North Alyssa,AL,US,80496,Silver,Regular,False,True,2021-01-06,2023-08-09
CUST-00090,Scott,Bowen,scott.bowen19@yahoo.com,(269) 731-1219,1993-08-16,5234 John Rapid Suite 043,Lake Peter,SD,US,07653,Gold,High Value,True,True,2022-10-28,2024-07-12
CUST-00091,Laura,Allen,laura.allen72@outlook.com,(379) 180-5526,2000-10-25,8271 Brenda Bridge Suite 300,Hunterhaven,WI,US,54952,Bronze,Regular,True,False,2021-09-25,2023-02-12
CUST-00092,Richard,Davidson,richard.davidson48@outlook.com,(241) 418-3285,1974-12-18,6303 Sandy Crescent,Salazarton,ME,US,87805,Silver,At Risk,True,False,2022-06-01,2024-05-01
CUST-00093,Joy,Wilson,joy.wilson30@hotmail.com,(027) 588-4252,1994-09-17,105 Nelson Circles Suite 917,Dixonton,NM,US,74803,Bronze,At Risk,True,True,2023-03-08,2023-06-26
CUST-00094,Eric,Ayala,eric.ayala29@gmail.com,(138) 000-3075,1974-07-15,08635 Robert Stravenue,Josephland,OK,US,49365,Silver,Regular,True,True,2024-01-08,2024-02-19
CUST-00095,Emily,Williams,emily.williams15@yahoo.com,(806) 174-4518,1978-08-05,49493 Richardson Park Apt. 832,South Andrewside,MI,US,83855,Bronze,New,True,False,2021-01-01,2024-05-10
CUST-00096,Natalie,Tapia,natalie.tapia31@icloud.com,(641) 383-6702,1992-08-12,38657 Beverly Parkways,Lake Lori,CA,US,78081,Bronze,Regular,True,True,2020-01-03,2022-11-03
CUST-00097,Ryan,Brandt,ryan.brandt70@hotmail.com,(456) 557-4313,1960-12-16,12775 Martinez Knolls,South Kyle,KS,US,16218,Silver,High Value,True,True,2021-01-23,2021-06-02
CUST-00098,Lindsey,Torres,lindsey.torres63@icloud.com,(903) 521-3568,1956-03-01,2067 Cody Cove Apt. 100,East James,MO,US,49291,Bronze,Churned,False,False,2023-03-03,2024-06-04
CUST-00099,Sharon,Miller,sharon.miller57@hotmail.com,(101) 372-1510,2005-04-19,96670 Vega Extensions,Jasonburgh,KY,US,37182,Platinum,At Risk,False,True,2022-08-20,2023-09-09
CUST-00100,Edgar,Mendez,edgar.mendez70@outlook.com,(476) 870-1462,1976-07-13,806 Castillo Tunnel,Coopershire,NY,US,42654,Bronze,Regular,True,True,2022-10-10,2023-08-21
CUST-00101,Hector,Flores,hector.flores59@gmail.com,(407) 859-3213,1989-08-07,039 Kelly Villages Apt. 239,Lindastad,PW,US,78038,Silver,High Value,True,False,2020-12-25,2021-02-04
CUST-00102,Jackie,Meza,jackie.meza43@yahoo.com,(937) 842-7010,1966-04-08,87059 Lindsay Junctions,Port Megan,MD,US,08307,Platinum,At Risk,True,True,2022-07-14,2022-08-02
CUST-00103,Brenda,Stark,brenda.stark71@yahoo.com,(851) 569-1545,1960-12-23,675 Jasmine Points,Jeffreyshire,GU,US,23484,Silver,At Risk,True,True,2023-06-25,2024-01-21
CUST-00104,Jessica,Phillips,jessica.phillips77@gmail.com,(096) 902-9593,1988-08-26,2513 Haas Expressway,Port Jennamouth,NV,US,01994,Bronze,Churned,True,True,2020-10-18,2021-11-29
CUST-00105,John,Jones,john.jones23@gmail.com,(100) 676-2676,1972-10-15,79327 Lauren Bypass Suite 054,North Matthewfurt,GA,US,96443,Silver,New,False,True,2021-02-25,2021-06-10
CUST-00106,Shelly,Spence,shelly.spence31@icloud.com,(970) 629-6201,1971-09-07,8844 Young Causeway,Armstrongfort,FL,US,07645,Bronze,Regular,False,True,2021-07-08,2022-10-09
CUST-00107,Ronald,Phillips,ronald.phillips68@gmail.com,(973) 103-2417,1999-11-18,7741 Lopez Light Suite 270,Scottview,IN,US,35701,Silver,Regular,True,True,2022-12-23,2024-02-12
CUST-00108,Edward,Horton,edward.horton14@hotmail.com,(586) 938-0686,2006-08-01,374 Ralph Walk Apt. 898,North Stacy,NV,US,23160,Silver,Churned,False,True,2020-06-07,2024-10-07
CUST-00109,Gary,Lewis,gary.lewis85@icloud.com,(061) 632-9451,1958-04-05,548 Stark Bridge Suite 162,New Brianna,WV,US,13634,Bronze,High Value,False,True,2020-11-12,2024-09-08
CUST-00110,Anna,Garcia,anna.garcia52@hotmail.com,(856) 467-9970,1962-12-11,99606 Vaughn Causeway Suite 450,Lisaport,ME,US,37246,Silver,Regular,True,False,2021-04-14,2024-05-31
CUST-00111,Michele,Cohen,michele.cohen11@outlook.com,(324) 754-6913,1977-10-07,785 Zachary Estate Apt. 486,Port Melissa,FM,US,75038,Silver,New,True,True,2024-05-15,2024-05-21
CUST-00112,James,Whitaker,james.whitaker71@outlook.com,(307) 053-4578,1975-04-22,035 Wheeler Fall,Matthewsstad,MI,US,21933,Bronze,High Value,True,True,2023-10-06,2024-10-18
CUST-00113,Jonathan,Rivas,jonathan.rivas56@gmail.com,(060) 293-3334,1989-04-23,072 Carolyn Branch,West Charlene,ME,US,93921,Silver,New,True,True,2020-05-28,2024-11-05
CUST-00114,Dawn,Coleman,dawn.coleman71@yahoo.com,(574) 374-8969,1959-02-06,994 Cohen Orchard Apt. 545,Joseport,ID,US,20152,Bronze,At Risk,True,True,2021-09-10,2023-05-27
CUST-00115,John,Brown,john.brown52@hotmail.com,(965) 207-4466,1974-10-30,935 Gina Route,Knoxstad,NY,US,39848,Silver,Regular,True,False,2023-11-08,2024-10-27
CUST-00116,Mary,Walter,mary.walter20@hotmail.com,(172) 482-5135,1965-10-03,5549 Ford Crest Suite 099,South Pamelahaven,DE,US,89721,Bronze,At Risk,False,False,2020-10-24,2022-05-30
CUST-00117,Kenneth,Brown,kenneth.brown95@outlook.com,(235) 697-2521,1980-04-16,0074 Kathleen Extension,South Kristen,WI,US,12040,Gold,High Value,True,True,2023-11-03,2023-12-27
CUST-00118,Ryan,Jordan,ryan.jordan43@gmail.com,(760) 083-5058,1963-12-15,335 Anderson Lights,Garyton,ME,US,38620,Bronze,At Risk,True,True,2021-12-05,2023-04-30
CUST-00119,Abigail,Warren,abigail.warren93@gmail.com,(257) 532-6033,1993-06-20,09821 Dawson Turnpike,South Nancyview,WI,US,70589,Platinum,High Value,True,True,2021-12-13,2023-11-07
CUST-00120,Brittney,Williams,brittney.williams28@yahoo.com,(001) 676-1847,1992-01-28,046 Elaine Groves,South Maria,CT,US,67555,Silver,Regular,False,True,2020-06-26,2023-09-24
CUST-00121,David,Wilson,david.wilson48@gmail.com,(393) 483-5642,1955-08-22,75300 Rebecca Village Suite 218,Lake Jenniferview,SD,US,30799,Silver,High Value,True,True,2020-06-23,2022-07-17
CUST-00122,Tiffany,Baker,tiffany.baker99@icloud.com,(204) 556-1100,2000-05-01,5794 Nathan Junctions,North Richard,NH,US,36130,Silver,High Value,False,True,2020-03-23,2024-03-19
CUST-00123,Hannah,Mendoza,hannah.mendoza89@outlook.com,(212) 021-6979,1990-10-14,659 Michelle Villages,South Samantha,DE,US,54408,Bronze,Regular,True,True,2021-11-23,2023-04-06
CUST-00124,Bryan,Pena,bryan.pena45@gmail.com,(899) 358-8916,1989-11-13,5628 Alexander Estate,Christianburgh,CA,US,98992,Bronze,New,True,False,2020-01-21,2022-06-26
CUST-00125,John,Cordova,john.cordova95@gmail.com,(386) 631-7797,1958-04-25,5170 Richard Camp Apt. 199,Pamelaside,IL,US,86300,Bronze,Regular,True,True,2020-03-23,2023-06-07
CUST-00126,Stephanie,Cox,stephanie.cox21@outlook.com,(375) 899-7571,1958-10-31,55488 Park Cape,South Donald,VT,US,97823,Bronze,Regular,True,True,2020-03-30,2023-09-04
CUST-00127,Daniel,Carr,daniel.carr7@yahoo.com,(637) 351-6091,1995-12-10,9827 Alyssa Causeway Suite 978,Lake Beth,VA,US,17328,Bronze,High Value,True,False,2020-11-03,2021-04-09
CUST-00128,Diane,Obrien,diane.obrien85@hotmail.com,(669) 346-5472,1961-01-26,858 James Road Suite 522,Jenniferstad,OH,US,63464,Bronze,Regular,True,True,2021-06-12,2023-07-08
CUST-00129,Sherri,Mckinney,sherri.mckinney15@outlook.com,(846) 081-0620,1990-05-03,2442 Hannah Hill,Port Amber,MI,US,59823,Bronze,Regular,True,True,2023-01-12,2023-03-26
CUST-00130,Miranda,Stevenson,miranda.stevenson86@outlook.com,(863) 840-6665,2006-08-05,43973 Fischer Plains,Port Jenny,ID,US,39059,Bronze,Regular,True,False,2023-11-21,2024-05-21
CUST-00131,Tonya,Jones,tonya.jones39@yahoo.com,(816) 064-8422,1985-08-04,57202 Carlson Trail Suite 798,Charlesmouth,NC,US,29331,Silver,At Risk,True,False,2024-04-29,2024-12-20
CUST-00132,Abigail,Hartman,abigail.hartman64@hotmail.com,(886) 153-3555,1969-08-14,015 Allen Row Apt. 056,South Jonathanport,AK,US,68247,Bronze,Regular,True,True,2020-09-18,2024-03-27
CUST-00133,Nicholas,Lang,nicholas.lang86@outlook.com,(043) 581-1288,1953-11-16,36138 Lucas Cliffs,North Stephen,MA,US,05466,Bronze,At Risk,False,False,2022-01-01,2022-04-06
CUST-00134,Brian,Bauer,brian.bauer10@outlook.com,(934) 667-6650,1974-11-23,091 Jaclyn Cliffs,Sarahville,LA,US,90400,Silver,High Value,True,False,2022-07-05,2023-04-05
CUST-00135,Christopher,Hubbard,christopher.hubbard15@hotmail.com,(607) 283-2684,2006-04-13,5088 David Avenue,Medinaland,ME,US,28033,Bronze,Regular,True,True,2021-12-19,2024-03-27
